availability,detail,images,name,regular_price,sale_price,sku
In stock,"You??ve just found your go-to earrings for the season: The Kirstie Studs in Black Pearl. The perfect duo of genuine mother-of-pearl and delicate silver detail, these earrings are a match for any gal??s style.																",https://www.jewelryus.shop/images/cache/c/7/c713353dd18bcebf681d92b81f717b3d.jpg,Kirstie Stud Earrings in Black Pearl,$70.00,$18.99,KS-0342
In stock,"Custom oval stones in a thin metallic frame, our Elle Earrings in Purple Jade are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/c/9/c90461bd060393e600f51242b35684e5.jpg,Elle Earrings in Purple Jade,$75.00,$19.89,KS-0335
Out of Stock,"Adjust to a size that suits you with our Delphine Pinch Bracelet Set in Antique Silver, featuring crown inspired details and stunning white CZ accents.																",https://www.jewelryus.shop/images/cache/0/8/087f01ef258f55c7759af8fb9cd338e4.jpg,Delphine Pinch Bracelet Set in Antique Silver,$140.00,$38.00,KS-0337
In stock,Looking for a dainty pop of color that??s anything but subtle,https://www.jewelryus.shop/images/cache/1/b/1b162a10b9c7d85228f1f6e037d88c8b.jpg,Jillian Stud Earrings in Coral Kyocera Opal,$90.00,$23.00,KS-0334
In stock,"Our daintiest oval-shaped earring yet, the Dani Drop Earrings in Fuchsia Kyocera Opal makes a simple statement for your everyday look.																",https://www.jewelryus.shop/images/cache/4/c/4c463e5113db1ef685d2c83bb5dba73a.jpg,Dani Drop Earrings in Fuchsia Kyocera Opal,$150.00,$41.00,KS-0332
In stock,"A dainty stone and delicate metallic chain combine to create the Elisa Pendant Necklace in Aqua Kyocera Opal, your new favorite wear-anywhere accessory. This pendant necklace can be paired with any look, providing that extra touch of timeless style. Make the Elisa Pendant Necklace a staple in your wardrobe and you will not be disappointed.																",https://www.jewelryus.shop/images/cache/f/b/fb8d359d2a8ade0a14cf478290a3afbf.jpg,Elisa Pendant Necklace in Aqua Kyocera Opal,$105.00,$27.50,KS-0336
In stock,"A delicate pendant modeled after the popular Elisa Necklace, our Dollie Necklace features a touch of custom metallic detailing encased in classic gold. Worn alone or layered among your other favorite pieces, this necklace is sure to stand out.																",https://www.jewelryus.shop/images/cache/a/5/a5ddc9c731ff0c1a7f2a5de31b36c9ee.jpg,Dollie Pendant Necklace in Rose Gold,$85.00,$21.89,KS-0346
In stock,"Meet the Elettra Statement Earrings, a masterful expression of feather details and lighthearted romance. These artful jewels are finished with delicate rose gold and pav?? details.																",https://www.jewelryus.shop/images/cache/d/5/d57c9e8480fd25aae5db4fccb0cda398.jpg,Elettra Statement Earrings in Rose Gold,$109.97,$28.99,KS-0395
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Silver Adjustable Chain Bracelet in White Kyocera Opal is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/d/7/d7b91557f54f73c846e27553ef0ff40d.jpg,Elaina Silver Adjustable Chain Bracelet in White Kyocera Opal,$105.00,$27.50,KS-0327
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Silver Adjustable Chain Bracelet in Iridescent Drusy is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/0/4/049eb2a90fc8c4ec2de0284112b65438.jpg,Elaina Silver Adjustable Chain Bracelet in Iridescent Drusy,$85.00,$21.89,KS-0326
In stock,"A delicate chain bracelet with an adjustable slide, our Silver Elaina Bracelet in Teal Drusy is a must-have layer for any gal??s style.																",https://www.jewelryus.shop/images/cache/2/9/295ffff161971e0b807452106df32dab.jpg,Elaina Silver Adjustable Chain Bracelet in Teal Drusy,$85.00,$21.89,KS-0328
In stock,"Custom oval stones in a thin metallic frame, our Elle Earrings in Ivory Pearl are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/7/e/7e1c3b48505c053100d9e987d0dccb95.jpg,Elle Earrings in Ivory Pearl,$75.00,$19.89,KS-0329
In stock,"A delicate silver chain bracelet with an adjustable slide, our Elaina Bracelet in our signature Silver Filigree is a must-have layer for any outfit.																",https://www.jewelryus.shop/images/cache/c/0/c088cdbadabbebef0c5f261aba195e8d.jpg,Elaina Silver Adjustable Chain Bracelet in Silver Filigree,$75.00,$19.89,KS-0325
In stock,"Make a statement in architectural-inspired metallic detail with our Jude Cuff Bracelet, featuring our signature filigree in a rose gold hue with subtle crystal accents.																",https://www.jewelryus.shop/images/cache/4/d/4dacd7c52b59896c20e3e8a35fe1437d.jpg,Jude Cuff Bracelet in Rose Gold,$99.97,$25.99,KS-0299
In stock,"You??ve found your newest everyday pendant in the Jayde Necklace, featuring a dainty drop of Coral Kyocera Opal that adds the perfect colorful flair to any outfit.																",https://www.jewelryus.shop/images/cache/8/3/834a31b99a541e5fcfd2c97352ae2350.jpg,Jayde Pendant Necklace in Coral Kyocera Opal,$90.00,$23.00,KS-0333
In stock,"Complete your bridal look with this rose gold link bracelet, a delicate piece featuring our signature silhouette and dusted with delicate crystals. The Cole Bracelet is perfect for your big day - and many days to come.																",https://www.jewelryus.shop/images/cache/1/f/1f13730291a7e5f8fbb66634d87699ca.jpg,Cole Bracelet Rose Gold,$270.00,$77.00,KS-0331
In stock,"The Sophia Drop Earrings in Gold are a delicate metallic frame with dainty details, creating a wear-anywhere accessory. These drop earrings speak for themselves with their elegant style that can be dressed up or down. Add a touch of shine to your casual ensemble or wear our Sophia Drop Earrings as you head out for a night on the town.																",https://www.jewelryus.shop/images/cache/9/4/94aaf7b07af425f22f598d58468f02ae.jpg,Sophia Drop Earrings in Gold,$70.00,$18.99,KS-0297
In stock,"Custom oval stones in a thin metallic frame, our Elle Silver Drop Earrings in Rose Quartz are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/3/9/39825c646e7290b217980349f9e78fa2.jpg,Elle Silver Drop Earrings in Rose Quartz,$75.00,$19.89,KS-0294
In stock,"Complete your bridal look with this gold link bracelet, a delicate piece featuring our signature silhouette and dusted with delicate crystals. The Cole Bracelet is perfect for your big day - and many days to come. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																",https://www.jewelryus.shop/images/cache/d/5/d5d834628402912443ce7a76e9d985a1.jpg,Cole Bracelet in Gold,$270.00,$77.00,KS-0330
In stock,"Inspired by our favorite oval silhouette and dressed up in a halo of delicate pav??, the Chelsea Pendant Necklace in Gold provides a small yet striking hint of sparkle.																",https://www.jewelryus.shop/images/cache/d/a/da87a37ffa8f14773e320f17a26d9a3b.jpg,Chelsea Pendant Necklace in Gold,$95.00,$24.50,KS-0303
In stock,"Take the shoulder duster trend by storm in the Tallulah Earrings, a rose gold sparkling statement that's as beautiful as a constellation and as festive as a glass of champagne.																",https://www.jewelryus.shop/images/cache/a/7/a7e76e19dba94f4f0a6c464ee2723a03.jpg,Tallulah Shoulder Duster Earrings in Rose Gold,$69.97,$16.99,KS-0292
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Gold Pinch Bracelet in Turquoise is a stack staple.																",https://www.jewelryus.shop/images/cache/8/1/817e23742cc6129e0e0daf70ffa4676c.jpg,Elton Gold Pinch Bracelet in Turquoise,$75.00,$19.89,KS-0298
In stock,"Custom oval stones in a thin metallic frame, our Elle Silver Drop Earrings in Abalone Shell are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/1/0/108200e3cefe6d057d3b5cf16f1c9cb7.jpg,Elle Silver Drop Earrings in Abalone Shell,$85.00,$21.89,KS-0296
In stock,"Take the shoulder duster trend by storm in the Tallulah Earrings, a gold sparkling statement that's as beautiful as a constellation and as festive as a glass of champagne.																",https://www.jewelryus.shop/images/cache/1/c/1c51a97f81fef5ba3dd7531a0d1dbe7a.jpg,Tallulah Shoulder Duster Earrings in Gold,$69.97,$16.99,KS-0291
In stock,"Custom oval stones in a thin metallic frame, our Elle Silver Earrings in Slate are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/d/b/db7cf9bb3845e941cbe738866843a91f.jpg,Elle Silver Earrings in Slate,$75.00,$19.89,KS-0293
In stock,The Andrina Choker Necklace in Silver adjusts into a long classic length with the ease of a sliding pav?? clasp. This piece is a must for the modern bride. Celebrate your ever after with the Kendra Scott Bridal Jewelry Collection.																,https://www.jewelryus.shop/images/cache/5/5/551605b1f50bc074c6d1080571212802.jpg,Andrina Choker Necklace in Silver,$269.97,$76.99,KS-0338
In stock,"Whether you like your bracelets loose or close to the wrist, our Elaina Adjustable Chain Bracelet in Royal Blue Kyocera Opal is a delicate addition to any arm party.																",https://www.jewelryus.shop/images/cache/8/8/88f5872940497d80d33076e442c6a954.jpg,Elaina Adjustable Chain Bracelet in Royal Blue Kyocera Opal,$105.00,$27.50,KS-0288
In stock,"The statement trend returns with full force, and the Serayah Necklace is just the piece you??ve been searching for. With hand-designed antique brass spikes and a collage of eye-catching stones, this is a show-stopping piece designed for your spotlight moment.																",https://www.jewelryus.shop/images/cache/b/0/b0053e14268b48e1a38fbe99bf38bb4e.jpg,Serayah Statement Necklace in Antique Brass,$515.00,$150.50,KS-0290
In stock,"Introducing the Mira Necklace, a statement of natural beauty in a thoughtful blend of stones and textures.																",https://www.jewelryus.shop/images/cache/4/5/45e794a3f4a5af4395365413bdd8ce4b.jpg,Mira Necklace in Pyrite Mosaic,$119.97,$31.99,KS-0286
In stock,"With a gentle sloping silhouette, the Kirsten Gold Drop Earrings in Abalone Shell are an instant classic.																",https://www.jewelryus.shop/images/cache/2/9/29af6a7f9e8af34b80d34c9c17f74616.jpg,Kirsten Gold Drop Earrings in Abalone Shell,$95.00,$24.50,KS-0283
In stock,"The statement trend returns with full force, and the Serayah Necklace is just the piece you??ve been searching for. With hand-designed antique silver spikes and a collage of eye-catching stones, this is a show-stopping piece designed for your spotlight moment.																",https://www.jewelryus.shop/images/cache/7/0/7004a15e0215abcc08a15ce3461b9492.jpg,Serayah Statement Necklace in Antique Silver,$515.00,$150.50,KS-0289
In stock,"Architectural and artful, the Anissa Bar Pendant Necklace in Silver has a regal look that??s still simple enough for the everyday.																",https://www.jewelryus.shop/images/cache/d/b/db5f1dafb3dd75de74d3c446934696c8.jpg,Anissa Bar Pendant Necklace in Silver,$85.00,$21.89,KS-0285
In stock,"Architectural and artful, the Anissa Bar Pendant Necklace in Gold has a regal look that??s still simple enough for the everyday.																",https://www.jewelryus.shop/images/cache/c/f/cf00b63aaedb26fb73567b12c0bd11b7.jpg,Anissa Bar Pendant Necklace in Gold,$85.00,$21.89,KS-0284
In stock,"A classic silhouette in a delicate metallic frame, the Alex Earrings in Black are a timeless accessory fit for any occasion.																",https://www.jewelryus.shop/images/cache/e/d/ed20935011d3b43568abe725160f1d2b.jpg,Alex Earrings in Black,$75.00,$19.89,KS-0278
In stock,"Custom oval stones in a thin metallic frame, our Elle Silver Drop Earrings in Ivory Mother-of-Pearl are classics sure to spark conversation.																",https://www.jewelryus.shop/images/cache/8/0/8015b21f3b14aa9f0dcc4e35140d6e6b.jpg,Elle Silver Drop Earrings in Ivory Mother of Pearl,$75.00,$19.89,KS-0295
Out of Stock,"A dainty pinch cuff bookended with our signature oval stones, the Elton Gold Cuff Bracelet in Chalcedony is a stack staple.																",https://www.jewelryus.shop/images/cache/6/4/645fd6b947b068d8b362d505e88cd673.jpg,Elton Gold Cuff Bracelet in Chalcedony Glass,$75.00,$19.89,KS-0280
In stock,"With a gentle sloping silhouette, the Kirsten Drop Earrings in Black Pearl are an instant classic.																",https://www.jewelryus.shop/images/cache/7/b/7bfe15c330ccddb5f80b17e6d3c8bb10.jpg,Kirsten Drop Earrings in Black Pearl,$95.00,$24.50,KS-0287
In stock,"With scalloped lace edging and a halo of baguette crystals, these gold statement earrings make for an unforgettable bridal look. Inspired by the earrings Kendra designed for her own wedding day, the Katrina Earrings make an elegant ""something borrowed"".																",https://www.jewelryus.shop/images/cache/9/8/98eb6be64c26a39a2d0d1fe5dd036750.jpg,Katrina Statement Earrings in Gold,$315.00,$90.50,KS-0279
In stock,"A trend-forward necklace designed to make layering a breeze, the Monique Lariat Necklace features ivory stone beaded tassels hanging from a delicate gold chain.																",https://www.jewelryus.shop/images/cache/8/9/896b6bca192fd6f8e9ea459b9e2ef294.jpg,Monique Lariat Necklace in Ivory Pearl,$89.97,$22.99,KS-0274
In stock,"A classic silhouette in a delicate metallic frame, the Alex Gold Drop Earrings in Turquoise are a timeless accessory fit for any occasion.																",https://www.jewelryus.shop/images/cache/8/2/82a6f8deb1c11d105c928dabc9a99631.jpg,Alex Gold Drop Earrings in Turquoise,$75.00,$19.89,KS-0277
In stock,"A delicate kite-shaped stone and metallic detailing team up to create the Cory Gold Pendant Necklace in Black, a timeless accessory that elevates the everyday.																",https://www.jewelryus.shop/images/cache/2/5/25e74076fc304201cbb3df8411ab02ec.jpg,Cory Gold Pendant Necklace in Black,$75.00,$19.89,KS-0250
In stock,"A delicate kite-shaped stone and metallic detailing team up to create the Cory Gold Pendant Necklace in Slate, a timeless accessory that elevates the everyday.																",https://www.jewelryus.shop/images/cache/a/5/a5f2a15a8d187d99d5f3a2af679ad1f3.jpg,Cory Gold Pendant Necklace in Slate,$75.00,$19.89,KS-0249
In stock,"A classic silhouette in a delicate metallic frame, the Alex Earrings in Emerald are a timeless accessory fit for any occasion.																",https://www.jewelryus.shop/images/cache/f/2/f269b512612257e039cce8a1d89b7be8.jpg,Alex Earrings in Emerald Cat's Eye,$75.00,$19.89,KS-0281
In stock,The Rae Gunmetal Long Necklace in Slate is an everyday piece with head-turning style.																,https://www.jewelryus.shop/images/cache/3/6/36bcd07a3ca645f8d8cad2c1a31bfc87.jpg,Rae Gunmetal Necklace in Slate,$90.00,$23.00,KS-0273
